gene	product	promoter_name	promoter_pos	gene_start_pos	map_start_pos	map_end_pos
yihS	sulfoquinovose isomerase	yihUp5 (Experim. ev.)	4073663	4073571	4071756	4070515
yihT	6-deoxy-6-sulfofructose-1-phosphate aldolase				4072651	4071773
yihU	3-sulfolactaldehyde reductase				4073571	4072675
yihV	6-deoxy-6-sulfofructose kinase				4073739	4074635
yihW->csqR	DNA-binding transcriptional dual regulator CsqR	csqRp (Experim. ev.)	4074641	4074669	4074669	4075454
yihX	α-D-glucose-1-phosphate phosphatase YihX	yihXp (Experim. ev.)	4075548	4075553	4075553	4076152
yihY	PF03631 family membrane protein YihY	yihXp (Experim. ev.)	4075548	4075553	4076146	4077018
dtd	D-aminoacyl-tRNA deacylase				4077015	4077452
yiiD->fabY	putative acetyltransferase YiiD	yihXp (Experim. ev.)	4075548	4075553	4077449	4078438
yiiE	putative DNA-binding transcriptional regulator YiiE				4079291	4079509
yiiF	protein YiiF				4079751	4079969
fdhE	formate dehydrogenase formation protein	fdhEp1 (No high-quality experim. ev.)	4081361	4081228	4081228	4080299
fdoI	formate dehydrogenase O subunit γ				4081860	4081225
fdoH	formate dehydrogenase O subunit β				4082759	4081857
fdoG	formate dehydrogenase O subunit α				4085822	4082772
fdhD	sulfurtransferase for molybdenum cofactor sulfuration				4086016	4086849
yiiG	DUF3829 domain-containing lipoprotein YiiG	yiiGp8 (No high-quality experim. ev.)	4086881	4087002	4087002	4088057
frvR	putative transcriptional regulator FrvR				4089855	4088107
frvX	peptidase M42 family protein FrvX				4090925	4089855
frvB	putative PTS enzyme IIBC component FrvB				4092366	4090915
frvA	putative PTS enzyme IIA component FrvA				4092823	4092377
rhaM	L-rhamnose mutarotase				4093438	4093124
rhaD	rhamnulose-1-phosphate aldolase				4094272	4093448
rhaA	L-rhamnose isomerase				4095982	4094723
rhaB	rhamnulokinase	rhaBp (Experim. ev.)	4097472	4097448	4097448	4095979
rhaS	transcriptional activator RhaS	rhaSp (Experim. ev.)	4097711	4097736	4097736	4098572
rhaR	DNA-binding transcriptional activator RhaR	rhaSp (Experim. ev.)	4097711	4097736	4098646	4099494
rhaT	rhamnose/lyxose:H+symporter	rhaTp (Experim. ev.)	4100566	4100525	4100525	4099491
sodA	superoxide dismutase (Mn)	sodAp (Experim. ev.)	4100759	4100810	4100810	4101430
kdgT	2-dehydro-3-deoxy-D-gluconate:H+symporter				4101690	4102673
yiiM	2-amino-6-N-hydroxylaminopurine resistance protein				4102822	4103496
cpxA	sensor histidine kinase CpxA	cpxAp1 (No high-quality experim. ev.)	4105101	4104975	4104975	4103602
cpxR	DNA-binding transcriptional dual regulator CpxR	cpxRp (No high-quality experim. ev.)	4105686	4105670	4105670	4104972
cpxP	periplasmic protein CpxP	cpxPp (Experim. ev.)	4105785	4105820	4105820	4106320
cpxQ	small regulatory RNA CpxQ	cpxPp (Experim. ev.)	4105785	4105820	4106330	4106387
fieF	Zn2+/Fe2+/Cd2+exporter	fieFp3 (No high-quality experim. ev.)	4106432	4106469	4106469	4107371
pfkA	6-phosphofructokinase 1	pfkAp2 (Experim. ev.)	4107474	4107552	4107552	4108514
sbp	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp				4108834	4109823
cdh	CDP-diacylglycerol diphosphatase				4109930	4110685
tpiA	triose-phosphate isomerase	tpiAp2 (Experim. ev.)	4111569	4111507	4111507	4110740
yiiQ	DUF1454 domain-containing protein YiiQ				4112214	4111615
yiiR	DUF805 domain-containing protein YiiR				4112315	4112755
yiiS	DUF406 domain-containing protein YiiS	yiiSp (Experim. ev.)	4112869	4112967	4112967	4113266
uspD	universal stress protein D	yiiSp (Experim. ev.)	4112869	4112967	4113293	4113721
fpr	flavodoxin/ferredoxin-NADP+reductase	fprp (No high-quality experim. ev.)	4114499	4114472	4114472	4113726
glpX	fructose-1,6-bisphosphatase 2	glpXp2 (No high-quality experim. ev.)	4115606	4115579	4115579	4114569
glpK	glycerol kinase	glpFp (Experim. ev.)	4118161	4118090	4117222	4115714
glpF	glycerol facilitator	glpFp (Experim. ev.)	4118161	4118090	4118090	4117245
zapB	cell division factor ZapB	zapBp1 (No high-quality experim. ev.)	4118386	4118515	4118515	4118760
rraA	ribonuclease E inhibitor protein A	rraAp (Experim. ev.)	4119358	4119330	4119330	4118845
menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	menAp (Experim. ev.)	4120406	4120349	4120349	4119423
hslU	HslU hexamer	hslVp (Experim. ev.)	4122354	4122287	4121747	4120416
hslV	HslV hexamer	hslVp (Experim. ev.)	4122354	4122287	4122287	4121757
ftsN	cell division protein FtsN				4123339	4122380
cytR	DNA-binding transcriptional repressor CytR	cytRp (Experim. ev.)	4124509	4124456	4124456	4123431
priA	primosome factor N'				4126810	4124612
rpmE	50S ribosomal subunit protein L31	rpmEp (Experim. ev.)	4126908	4127013	4127013	4127225
yiiX	putative lipid binding hydrolase				4127894	4127286
metJ	DNA-binding transcriptional repressor MetJ	metJp1 (Experim. ev.)	4128558	4128395	4128395	4128078
metB	O-succinylhomoserine(thiol)-lyase /O-succinylhomoserine lyase	metBp (Experim. ev.)	4128636	4128672	4128672	4129832
metL	fused aspartate kinase/homoserine dehydrogenase 2	metBp (Experim. ev.)	4128636	4128672	4129835	4132267
metF	5,10-methylenetetrahydrofolate reductase	metFp (Experim. ev.)	4132546	4132616	4132616	4133506
katG	catalase/hydroperoxidase HPI	katGp (Experim. ev.)	4133812	4133835	4133835	4136015
yijE	cystine exporter				4136108	4137013
yijF	DUF1287 domain-containing protein YijF				4137657	4137040
gldA	L-1,2-propanediol dehydrogenase / glycerol dehydrogenase	gldAp4 (No high-quality experim. ev.)	4139046	4139035	4139035	4137932
fsaB	fructose-6-phosphate aldolase 2				4139708	4139046
ptsA	putative PTS multiphosphoryl transfer protein PtsA				4142221	4139720
frwC	putative PTS enzyme IIC component FrwC				4142530	4143609
frwB	putative PTS enzyme IIB component FrwB				4143624	4143944
pflD	putative formate acetyltransferase 2				4143995	4146292
pflC	putative pyruvate formate-lyase 2 activating enzyme PflC				4146258	4147136
frwD	putative PTS enzyme IIB component FrwD				4147138	4147479
yijO	putative DNA-binding transcriptional regulator YijO	yijOp5 (No high-quality experim. ev.)	4148429	4148317	4148317	4147466
eptC	phosphoethanolamine transferase EptC				4150265	4148532
ppc	phosphoenolpyruvate carboxylase	ppcp (Experim. ev.)	4153190	4153098	4153098	4150447
argE	acetylornithine deacetylase	argEp2 (Experim. ev.)	4155078	4154847	4154847	4153696
argC	N-acetylglutamylphosphate reductase	argCp (Experim. ev.)	4154885	4155001	4155001	4156005
argB	acetylglutamate kinase	argCp (Experim. ev.)	4154885	4155001	4156013	4156789
argH	argininosuccinate lyase	argCp (Experim. ev.)	4154885	4155001	4156850	4158223
oxyS	small regulatory RNA OxyS				4158394	4158285
oxyR	DNA-binding transcriptional dual regulator OxyR	oxyRp (Experim. ev.)	4158457	4158490	4158490	4159407
sthA	soluble pyridine nucleotide transhydrogenase	sthAp (No high-quality experim. ev.)	4160802	4160790	4160790	4159390
fabR	DNA-binding transcriptional repressor FabR				4161067	4161771
yijD	DUF1422 domain-containing inner membrane protein YijD				4161771	4162130
trmA	tRNA m5U54 methyltransferase	trmAp (Experim. ev.)	4163295	4163270	4163270	4162170
btuB	cobalamin/cobinamide outer membrane transporter	btuBp (Experim. ev.)	4163399	4163639	4163639	4165483
murI	glutamate racemase	btuBp (Experim. ev.)	4163399	4163639	4165428	4166285
rrsB	16S ribosomal RNA	rrsBp1 (Experim. ev.)	4166367	4166659	4166659	4168200
gltT	tRNA-Glu(UUC)				4168372	4168447
rrlB	23S ribosomal RNA				4168641	4171544
rrfB	5S ribosomal RNA	rrsBp1 (Experim. ev.)	4166367	4166659	4171637	4171756
murB	UDP-N-acetylenolpyruvoylglucosamine reductase				4172057	4173085
birA	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA				4173082	4174047
coaA	pantothenate kinase	coaAp (Experim. ev.)	4175107	4175026	4175026	4174076
thrU	tRNA-Thr(UGU)	thrUp (Experim. ev.)	4175381	4175388	4175388	4175463
tyrU	tRNA-Tyr(GUA)	thrUp (Experim. ev.)	4175381	4175388	4175472	4175556
glyT	tRNA-Gly(UCC)	thrUp (Experim. ev.)	4175381	4175388	4175673	4175747
thrT	tRNA-Thr(GGU)	thrUp (Experim. ev.)	4175381	4175388	4175754	4175829
tufB	translation elongation factor Tu 2	thrUp (Experim. ev.)	4175381	4175388	4175944	4177128
secE	Sec translocon subunit SecE	secEp (Experim. ev.)	4177177	4177358	4177358	4177741
nusG	transcription termination factor NusG	secEp (Experim. ev.)	4177177	4177358	4177743	4178288
rplK	50S ribosomal subunit protein L11	rplKp (Experim. ev.)	4178354	4178447	4178447	4178875
rplA	50S ribosomal subunit protein L1	rplKp (Experim. ev.)	4178354	4178447	4178879	4179583
rplJ	50S ribosomal subunit protein L10	rplJp (Experim. ev.)	4179623	4179996	4179996	4180493
rplL	50S ribosomal subunit protein L7/L12 dimer	rplJp (Experim. ev.)	4179623	4179996	4180560	4180925
rpoB	RNA polymerase subunit β	rpoBp (Experim. ev.)	4181063	4181245	4181245	4185273
rpoC	RNA polymerase subunit β'	rpoBp (Experim. ev.)	4181063	4181245	4185350	4189573
yjaZ	protein YjaZ	yjaZp (Experim. ev.)	4189753	4189786	4189786	4190325
sroH	small RNA SroH				4190487	4190327
thiH	2-iminoacetate synthase				4191868	4190735
thiG	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase				4192635	4191865
thiS	sulfur carrier protein ThiS				4192837	4192637
thiF	ThiS adenylyltransferase				4193576	4192821
thiE	thiamine phosphate synthase				4194204	4193569
thiC	phosphomethylpyrimidine synthase				4196099	4194204
rsd						
nudC	RNA decapping hydrolase				4196903	4197676
hemE	uroporphyrinogen decarboxylase				4197716	4198780
nfi	endonuclease V				4198790	4199461
yjaG	DUF416 domain-containing protein YjaG				4199504	4200094
hupA	HUαα	hupAp (Experim. ev.)	4200176	4200281	4200281	4200553
yjaH	DUF1481 domain-containing protein YjaH				4200566	4201261
zraP	signaling pathway modulator ZraP	zraPp (No high-quality experim. ev.)	4201712	4201688	4201688	4201263
zraS	sensor histidine kinase ZraS				4201926	4203323
zraR	DNA-binding transcriptional activator ZraR	zraSp (No high-quality experim. ev.)	4201905	4201926	4203320	4204645
purD	phosphoribosylamine—glycine ligase	purDp1 (No high-quality experim. ev.)	4205986	4205931	4205931	4204642
purH	bifunctional AICAR transformylase/IMP cyclohydrolase				4207532	4205943
rrsE	16S ribosomal RNA	rrsEp (No high-quality experim. ev.)	4207863	4208147	4208147	4209688
gltV	tRNA-Glu(UUC)	rrsEp (No high-quality experim. ev.)	4207863	4208147	4209774	4209849
rrlE	23S ribosomal RNA	rrsEp (No high-quality experim. ev.)	4207863	4208147	4210043	4212946
rrfE	5S ribosomal RNA				4213040	4213159
yjaA	stress response protein	yjaAp4 (No high-quality experim. ev.)	4213120	4213234	4213234	4213617
yjaB	peptidyl-lysineN-acetyltransferase YjaB	yjaBp (No high-quality experim. ev.)	4214156	4214123	4214123	4213680
metA	homoserineO-succinyltransferase	metAp2 (Experim. ev.)	4214159	4214280	4214280	4215209
aceB	malate synthase A	aceBp (Experim. ev.)	4215402	4215478	4215478	4217079
aceA	isocitrate lyase	aceBp (Experim. ev.)	4215402	4215478	4217109	4218413
aceK	isocitrate dehydrogenase kinase / isocitrate dehydrogenase phosphatase	aceBp (Experim. ev.)	4215402	4215478	4218596	4220332
arpA	regulator of acetyl CoA synthetase	arpAp9 (No high-quality experim. ev.)	4222691	4222487	4222487	4220301
iclR	DNA-binding transcriptional repressor IclR	iclRp (Experim. ev.)	4223652	4223628	4223628	4222804
metH	cobalamin-dependent methionine synthase				4223828	4227511
yjbB	putative inorganic phosphate export protein YjbB	yjbBp (Experim. ev.)	4227602	4227731	4227731	4229362
pepE	peptidase E				4230142	4229453
rluF	23S rRNA pseudouridine2604and tRNATyrpseudouridine35synthase				4230354	4231226
yjbD	DUF3811 domain-containing protein YjbD				4231631	4231359
lysC	aspartate kinase III				4233233	4231884
pgi	glucose-6-phosphate isomerase	pgip (Experim. ev.)	4233722	4233758	4233758	4235407
yjbE	uncharacterized protein YjbE	yjbEp1 (Experim. ev.)	4235858	4235906	4235906	4236148
yjbF	lipoprotein YjbF	yjbEp1 (Experim. ev.)	4235858	4235906	4236262	4236900
yjbG	capsule biosynthesis GfcC family protein YjbG				4236897	4237634
yjbH	YjbH family protein				4237634	4239730
yjbT	PF17089 family protein YjbT				4240055	4239777
psiE	putative phosphate starvation-inducible protein PsiE	psiEp (Experim. ev.)	4240300	4240325	4240325	4240735
xylE	D-xylose:H+symporter	xylEp (No high-quality experim. ev.)	4242291	4242254	4242254	4240779
malG	maltose ABC transporter membrane subunit MalG				4243516	4242626
malF	maltose ABC transporter membrane subunit MalF	malEp (Experim. ev.)	4246464	4246419	4245075	4243531
malE	maltose ABC transporter periplasmic binding protein	malEp (Experim. ev.)	4246464	4246419	4246419	4245229
malK	maltose ABC transporter ATP binding subunit	malKp (Experim. ev.)	4246736	4246784	4246784	4247899
lamB	maltose outer membrane channel / phage lambda receptor protein	malKp (Experim. ev.)	4246736	4246784	4247971	4249311
malM	maltose regulon periplasmic protein	malKp (Experim. ev.)	4246736	4246784	4249554	4250474
yjbI	pentapeptide repeats-containing protein YjbI				4250703	4252283
ubiC	chorismate lyase	ubiCp (No high-quality experim. ev.)	4252443	4252506	4252506	4253003
ubiA	4-hydroxybenzoate octaprenyltransferase	ubiCp (No high-quality experim. ev.)	4252443	4252506	4253016	4253888
plsB	glycerol-3-phosphate 1-O-acyltransferase	plsBp (Experim. ev.)	4256598	4256466	4256466	4254043
dgkA	diacylglycerol kinase	dgkAp1 (No high-quality experim. ev.)	4256457	4256637	4256637	4257005
lexA	DNA-binding transcriptional repressor LexA	lexAp (Experim. ev.)	4257087	4257115	4257115	4257723
dinF	DNA damage-inducible protein F	lexAp (Experim. ev.)	4257087	4257115	4257742	4259121
yjbJ	putative stress response protein YjbJ				4259237	4259446
zur	DNA-binding transcriptional repressor Zur	zurp6 (No high-quality experim. ev.)	4260141	4260003	4260003	4259488
yjbL	uncharacterized protein YjbL				4260321	4260575
yjbM	uncharacterized protein YjbM				4260599	4261306
dusA	tRNA-dihydrouridine synthase A	dusAp9 (No high-quality experim. ev.)	4261600	4261669	4261669	4262706
pspG	phage shock protein G	pspGp (Experim. ev.)	4262816	4262840	4262840	4263082
qorA	putative quinone oxidoreductase 1	qorp (Experim. ev.)	4264304	4264231	4264231	4263248
dnaB	replicative DNA helicase	dnaBp (Experim. ev.)	4264283	4264314	4264314	4265729
alr	alanine racemase 1	alrp1 (Experim. ev.)	4265589	4265782	4265782	4266861
tyrB	tyrosine aminotransferase	tyrBp (Experim. ev.)	4267082	4267114	4267114	4268307
yjbS	uncharacterized protein YjbS				4269012	4268809
aphA	acid phosphatase / phosphotransferase				4269414	4270127
yjbQ	UPF0047 protein YjbQ	yjbQp (Experim. ev.)	4270214	4270238	4270238	4270654
yjbR	PF04237 family protein YjbR	yjbQp (Experim. ev.)	4270214	4270238	4270658	4271014
uvrA	excision nuclease subunit A	uvrAp (Experim. ev.)	4273936	4273871	4273871	4271049
ssb	ssDNA-binding protein	ssbp3 (Experim. ev.)	4274011	4274125	4274125	4274661
yjcB	uncharacterized protein YjcB				4275041	4274760
pdeC	c-di-GMP phosphodiesterase PdeC	yjcCp (Experim. ev.)	4275418	4275471	4275471	4277057
soxS	DNA-binding transcriptional dual regulator SoxS	soxSp (Experim. ev.)	4277423	4277383	4277383	4277060
soxR	DNA-binding transcriptional dual regulator SoxR	soxRp (Experim. ev.)	4277447	4277469	4277469	4277933
ryjA	small RNA RyjA				4278066	4277927
ghxP	guanine/hypoxanthine transporter GhxP	yjcDp7 (No high-quality experim. ev.)	4278314	4278479	4278479	4279828
yjcE	putative transporter YjcE	yjcEp8 (No high-quality experim. ev.)	4279829	4279980	4279980	4281629
yjcF	pentapeptide repeat-containing protein YjcF				4283075	4281783
actP	acetate/glycolate:cation symporter	actPp (No high-quality experim. ev.)	4284935	4284902	4284902	4283253
yjcH	DUF485 domain-containing inner membrane protein YjcH	acsp1 (No high-quality experim. ev.)	4287595	4287371	4285213	4284899
acs	acetyl-CoA synthetase (AMP-forming)	acsp1 (No high-quality experim. ev.)	4287595	4287371	4287371	4285413
nrfA	cytochromec552nitrite reductase	nrfAp (Experim. ev.)	4287671	4287764	4287764	4289200
nrfB	periplasmic nitrite reductase penta-hemec-type cytochrome				4289245	4289811
nrfC	putative menaquinol-cytochromecreductase 4Fe-4S subunit				4289808	4290479
nrfD	putative menaquinol-cytochromecreductase subunit NrfD				4290476	4291432
nrfE	putative cytochrome c-type biogenesis protein NrfE				4291512	4293170
nrfF	putative formate-dependent nitrite reductase complex subunit NrfF				4293163	4293546
nrfG	putative formate-dependent nitrite reductase complex subunit NrfG	nrfAp (Experim. ev.)	4287671	4287764	4293543	4294139
gltP	glutamate/aspartate : H+symporter GltP	gltPp8 (No high-quality experim. ev.)	4294268	4294481	4294481	4295794
yjcO	Sel1 repeat-containing protein YjcO	yjcOp3 (No high-quality experim. ev.)	4297330	4297125	4297125	4296436
fdhF	formate dehydrogenase H	fdhFp (Experim. ev.)	4299407	4299366	4299366	4297219
mdtP	putative multidrug efflux pump outer membrane channel	mdtPp6 (No high-quality experim. ev.)	4301236	4301030	4301030	4299564
mdtO	putative multidrug efflux pump subunit MdtO				4303078	4301027
mdtN	putative multidrug efflux pump membrane fusion protein				4304109	4303078
ytcA	putative lipoprotein YtcA				4304403	4304128
yjcS	linear primary-alkylsulfatase				4306597	4304612
alsK	D-allose kinase	alsKp1 (No high-quality experim. ev.)	4307995	4307799	4307799	4306870
alsE	D-allulose-6-phosphate 3-epimerase				4308478	4307783
alsC	D-allose ABC transporter membrane subunit	alsRp2 (Experim. ev.)	4313137	4312991	4309469	4308489
alsA	D-allose ABC transporter ATP binding subunit	alsRp2 (Experim. ev.)	4313137	4312991	4310980	4309448
alsB	D-allose ABC transporter periplasmic binding protein	alsRp2 (Experim. ev.)	4313137	4312991	4312042	4311107
alsR	DNA-binding transcriptional repressor AlsR	alsRp2 (Experim. ev.)	4313137	4312991	4312991	4312101
rpiB	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	rpiBp (Experim. ev.)	4313257	4313350	4313350	4313799
yjdP	protein YjdP				4313868	4314197
phnP	5-phospho-α-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	phnCp (Experim. ev.)	4325206	4325165	4315102	4314344
phnO	aminoalkylphosphonateN-acetyltransferase				4315538	4315104
phnN	ribose 1,5-bisphosphate phosphokinase	phnCp (Experim. ev.)	4325206	4325165	4316082	4315525
phnM	RPnTP hydrolase				4317218	4316082
phnL	methylphosphonate degradation complex subunit PhnL				4317895	4317215
phnK	carbon-phosphorus lyase subunit PhnK				4318764	4318006
phnJ	carbon-phosphorus lyase core complex subunit PhnJ	phnCp (Experim. ev.)	4325206	4325165	4319606	4318761
phnI	carbon-phosphorus lyase core complex subunit PhnI				4320663	4319599
phnH	carbon-phosphorus lyase core complex subunit PhnH				4321247	4320663
phnG	carbon-phosphorus lyase core complex subunit PhnG				4321696	4321244
phnF	putative transcriptional regulator PhnF	phnCp (Experim. ev.)	4325206	4325165	4322422	4321697
